customer_id,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFMScore
198,94,9,11648.85,1,4,4,144
199,15,4,4323.860000000001,4,1,2,412
200,7,9,11117.36,4,4,4,444
201,118,8,9167.380000000001,1,4,4,144
202,18,3,2511.82,3,1,1,311
203,11,5,4376.26,4,2,2,422
204,84,8,11444.0,2,4,4,244
205,53,9,6904.88,2,4,3,243
206,77,4,5633.8099999999995,2,1,2,212
207,279,3,4448.26,1,1,2,112
208,59,5,5158.98,2,2,2,222
209,107,5,6093.4800000000005,1,2,3,123
210,85,6,8805.2,2,2,4,224
211,39,9,10073.76,3,4,4,344
212,187,2,2429.8,1,1,1,111
213,24,11,13555.56,3,4,4,344
214,138,6,6834.46,1,2,3,123
215,3,8,8485.16,4,4,4,444
216,16,5,5830.97,4,2,2,422
217,4,8,11465.25,4,4,4,444
218,14,5,4232.68,4,2,2,422
219,40,7,7915.57,3,3,3,333
220,15,6,7458.69,4,2,3,423
221,18,6,6729.84,3,2,3,323
222,79,2,2626.81,2,1,1,211
223,21,7,9805.5,3,3,4,334
224,1,6,6209.46,4,2,3,423
225,37,3,2416.13,3,1,1,311
226,235,2,1639.95,1,1,1,111
227,70,5,5589.13,2,2,2,222
228,20,5,5178.17,3,2,2,322
229,52,5,4473.07,2,2,2,222
230,36,11,11755.6,3,4,4,344
231,28,4,5338.64,3,1,2,312
232,52,6,4132.44,2,2,1,221
233,17,6,5218.62,4,2,2,422
234,11,10,11557.99,4,4,4,444
235,2,11,9629.61,4,4,4,444
236,6,4,5255.34,4,1,2,412
237,104,8,7156.79,1,4,3,143
238,107,5,5838.6,1,2,2,122
239,1,9,12986.130000000001,4,4,4,444
240,107,6,5689.53,1,2,2,122
241,47,4,3855.87,2,1,1,211
242,131,7,7798.25,1,3,3,133
243,74,6,8818.380000000001,2,2,4,224
244,90,4,6290.66,1,1,3,113
245,12,5,4855.26,4,2,2,422
246,19,9,9724.98,3,4,4,344
247,54,7,9778.37,2,3,4,234
248,52,7,8902.16,2,3,4,234
249,47,9,6569.14,2,4,3,243
250,31,7,9866.27,3,3,4,334
251,38,4,3425.0,3,1,1,311
252,62,5,5565.48,2,2,2,222
253,17,5,2932.39,4,2,1,421
254,41,7,9801.07,3,3,4,334
255,117,12,14949.91,1,4,4,144
256,0,5,5861.16,4,2,2,422
257,58,5,7616.05,2,2,3,223
258,18,5,4816.4,3,2,2,322
259,85,4,5329.9400000000005,2,1,2,212
260,8,9,8587.0,4,4,4,444
261,80,9,9137.67,2,4,4,244
262,10,5,4597.37,4,2,2,422
263,46,7,7902.84,2,3,3,233
264,19,5,4018.37,3,2,1,321
265,20,4,4809.14,3,1,2,312
266,32,4,4191.43,3,1,1,311
267,130,4,5029.25,1,1,2,112
268,69,4,5104.56,2,1,2,212
269,25,5,5215.37,3,2,2,322
270,7,7,7413.610000000001,4,3,3,433
271,54,2,2293.0200000000004,2,1,1,211
272,91,7,7345.17,1,3,3,133
273,26,10,11372.24,3,4,4,344
274,89,4,2597.6800000000003,1,1,1,111
275,88,7,8902.17,1,3,4,134
276,3,6,6112.08,4,2,3,423
277,109,4,4539.22,1,1,2,112
278,248,1,1228.07,1,1,1,111
279,14,6,3817.17,4,2,1,421
280,43,11,12587.58,3,4,4,344
281,9,4,3537.46,4,1,1,411
282,69,2,2565.84,2,1,1,211
283,21,6,8380.59,3,2,4,324
284,133,5,5874.839999999999,1,2,2,122
285,7,6,6725.29,4,2,3,423
286,137,4,6402.0599999999995,1,1,3,113
287,138,1,2083.94,1,1,1,111
288,44,4,3936.5699999999997,3,1,1,311
289,44,10,11383.07,3,4,4,344
290,11,5,5912.93,4,2,2,422
291,40,2,983.55,3,1,1,311
292,149,7,8825.97,1,3,4,134
293,10,5,5175.56,4,2,2,422
294,198,7,8719.14,1,3,4,134
295,34,7,5956.46,3,3,2,332
296,8,3,4016.36,4,1,1,411
297,8,4,5674.71,4,1,2,412
298,8,11,12420.52,4,4,4,444
299,92,7,10296.12,1,3,4,134
300,156,5,7003.74,1,2,3,123
301,93,2,361.78,1,1,1,111
302,276,2,2024.93,1,1,1,111
303,43,3,3874.1800000000003,3,1,1,311
304,22,9,7284.7,3,4,3,343
305,28,7,6385.26,3,3,3,333
306,123,2,1362.46,1,1,1,111
307,15,9,9818.0,4,4,4,444
308,102,6,7432.02,1,2,3,123
309,9,4,5475.93,4,1,2,412
310,8,7,9065.04,4,3,4,434
311,51,6,7559.06,2,2,3,223
312,13,6,7564.12,4,2,3,423
313,17,6,8979.0,4,2,4,424
314,41,8,6264.7300000000005,3,4,3,343
315,43,9,7677.51,3,4,3,343
316,11,4,3813.84,4,1,1,411
317,50,5,6692.47,2,2,3,223
318,9,7,9276.07,4,3,4,434
319,71,5,7051.54,2,2,3,223
320,12,10,11721.06,4,4,4,444
321,12,5,5405.99,4,2,2,422
322,1,12,14782.23,4,4,4,444
323,35,6,4992.110000000001,3,2,2,322
324,109,5,2711.14,1,2,1,121
325,83,7,9377.09,2,3,4,234
326,161,3,3419.08,1,1,1,111
327,16,5,6108.21,4,2,3,423
328,4,8,5739.53,4,4,2,442
329,34,6,5425.24,3,2,2,322
330,107,6,8513.2,1,2,4,124
331,111,7,8593.36,1,3,4,134
332,56,2,1362.46,2,1,1,211
333,29,7,6422.91,3,3,3,333
334,159,6,6125.9,1,2,3,123
335,201,2,2234.34,1,1,1,111
336,111,5,3711.9500000000003,1,2,1,121
337,37,6,5855.57,3,2,2,322
338,10,7,8578.51,4,3,4,434
339,87,5,6459.18,1,2,3,123
340,30,8,8079.91,3,4,3,343
341,134,2,3532.9399999999996,1,1,1,111
342,93,4,2455.7599999999998,1,1,1,111
343,103,9,10378.0,1,4,4,144
344,8,9,11386.87,4,4,4,444
345,48,7,7446.139999999999,2,3,3,233
346,12,9,8874.36,4,4,4,444
347,55,7,12360.26,2,3,4,234
348,125,6,5562.58,1,2,2,122
349,147,5,4619.93,1,2,2,122
350,4,6,4728.13,4,2,2,422
351,11,2,2832.11,4,1,1,411
352,31,6,8533.27,3,2,4,324
353,46,11,13721.09,2,4,4,244
354,67,6,5392.11,2,2,2,222
355,45,5,4674.02,2,2,2,222
356,61,5,5765.9,2,2,2,222
357,15,8,8779.220000000001,4,4,4,444
358,70,2,2129.82,2,1,1,211
359,8,10,8564.63,4,4,4,444
360,8,5,6069.39,4,2,3,423
361,59,7,6592.67,2,3,3,233
362,0,5,3486.48,4,2,1,421
363,14,6,11621.14,4,2,4,424
364,11,6,6791.39,4,2,3,423
365,57,7,8188.29,2,3,3,233
366,23,6,5867.110000000001,3,2,2,322
367,28,6,7014.01,3,2,3,323
368,13,9,9300.06,4,4,4,444
369,101,8,9536.35,1,4,4,144
370,58,7,7633.95,2,3,3,233
371,9,5,6859.8,4,2,3,423
372,31,8,6870.42,3,4,3,343
373,223,1,1466.68,1,1,1,111
374,13,6,7756.64,4,2,3,423
375,91,4,3460.33,1,1,1,111
376,43,3,1981.8899999999999,3,1,1,311
377,6,13,11607.86,4,4,4,444
378,22,7,5827.91,3,3,2,332
379,169,2,2849.83,1,1,1,111
380,35,8,10261.59,3,4,4,344
381,2,8,8019.8,4,4,3,443
382,35,7,6536.92,3,3,3,333
383,23,3,3922.8999999999996,3,1,1,311
384,53,5,5068.24,2,2,2,222
385,78,9,10758.23,2,4,4,244
386,66,5,5445.4400000000005,2,2,2,222
387,24,3,5303.1,3,1,2,312
388,190,3,2857.55,1,1,1,111
389,27,6,3948.4300000000003,3,2,1,321
390,76,6,4490.52,2,2,2,222
391,196,4,3132.87,1,1,1,111
392,101,7,8157.6,1,3,3,133
393,205,2,2728.3599999999997,1,1,1,111
394,45,8,7818.74,2,4,3,243
395,30,7,7802.49,3,3,3,333
396,91,6,6560.6900000000005,1,2,3,123
397,22,6,4641.1,3,2,2,322
398,12,7,4446.48,4,3,2,432
399,49,6,7848.56,2,2,3,223
400,134,5,4266.01,1,2,2,122
401,51,7,7478.68,2,3,3,233
402,75,6,8148.22,2,2,3,223
403,99,6,6122.63,1,2,3,123
404,18,9,9330.26,3,4,4,344
405,14,6,7468.88,4,2,3,423
406,106,6,5892.509999999999,1,2,2,122
407,9,9,7837.83,4,4,3,443
408,17,5,5252.97,4,2,2,422
409,13,4,3610.11,4,1,1,411
410,6,7,5472.9,4,3,2,432
411,119,5,5130.24,1,2,2,122
412,111,3,3041.12,1,1,1,111
413,167,5,5306.63,1,2,2,122
414,47,6,4770.45,2,2,2,222
415,27,2,3670.0,3,1,1,311
416,179,5,4670.05,1,2,2,122
417,70,8,9905.65,2,4,4,244
418,157,6,6298.139999999999,1,2,3,123
419,14,7,7917.43,4,3,3,433
420,77,10,11080.54,2,4,4,244
421,28,6,7222.93,3,2,3,323
422,89,4,5465.0,1,1,2,112
423,52,5,5058.62,2,2,2,222
424,51,7,9036.62,2,3,4,234
425,29,7,10925.23,3,3,4,334
426,92,9,10506.86,1,4,4,144
427,21,4,4678.55,3,1,2,312
428,53,8,9009.45,2,4,4,244
429,18,8,8631.57,3,4,4,344
430,65,6,7494.51,2,2,3,223
431,98,2,3232.46,1,1,1,111
432,19,8,9237.06,3,4,4,344
433,15,9,10236.83,4,4,4,444
434,149,2,1945.46,1,1,1,111
435,102,4,5669.1,1,1,2,112
436,80,3,3374.59,2,1,1,211
437,19,6,5595.76,3,2,2,322
438,53,8,12777.29,2,4,4,244
439,28,6,6584.91,3,2,3,323
440,11,8,7773.05,4,4,3,443
441,62,3,2910.7200000000003,2,1,1,211
442,13,7,5714.68,4,3,2,432
443,4,7,7525.93,4,3,3,433
444,24,7,7147.11,3,3,3,333
445,28,11,14593.220000000001,3,4,4,344
446,92,8,10683.11,1,4,4,144
447,0,6,6502.92,4,2,3,423
448,151,5,6085.0599999999995,1,2,3,123
449,119,6,6240.950000000001,1,2,3,123
450,105,4,5369.55,1,1,2,112
451,66,6,5925.52,2,2,2,222
452,54,5,3872.4300000000003,2,2,1,221
453,41,8,6220.21,3,4,3,343
454,49,7,9662.82,2,3,4,234
455,67,3,4076.17,2,1,1,211
456,208,5,6261.639999999999,1,2,3,123
457,118,5,6553.5199999999995,1,2,3,123
458,32,5,3615.63,3,2,1,321
459,38,5,6449.13,3,2,3,323
460,17,4,5012.97,4,1,2,412
461,25,8,10366.86,3,4,4,344
462,83,6,7830.79,2,2,3,223
463,67,7,7679.47,2,3,3,233
464,9,6,8289.86,4,2,4,424
465,4,6,4766.91,4,2,2,422
466,40,7,6597.52,3,3,3,333
467,169,7,9085.53,1,3,4,134
468,56,6,7264.86,2,2,3,223
469,22,10,7566.66,3,4,3,343
470,9,7,7158.48,4,3,3,433
471,19,6,6243.62,3,2,3,323
472,49,5,5989.66,2,2,2,222
473,58,9,12033.62,2,4,4,244
474,97,2,2107.8199999999997,1,1,1,111
475,132,7,5131.25,1,3,2,132
476,9,4,4416.9,4,1,2,412
477,35,5,5899.43,3,2,2,322
478,3,9,8880.93,4,4,4,444
479,76,9,8781.24,2,4,4,244
480,17,2,3179.31,4,1,1,411
481,14,2,2156.44,4,1,1,411
482,58,10,11870.130000000001,2,4,4,244
483,40,7,8372.11,3,3,4,334
484,48,5,5694.35,2,2,2,222
485,14,6,5662.3099999999995,4,2,2,422
486,88,5,7323.58,1,2,3,123
487,139,2,1875.15,1,1,1,111
488,111,7,4859.099999999999,1,3,2,132
489,124,5,5450.6900000000005,1,2,2,122
490,74,9,9886.75,2,4,4,244
491,68,7,6140.67,2,3,3,233
492,242,4,5248.15,1,1,2,112
493,75,3,607.78,2,1,1,211
494,133,3,2524.5299999999997,1,1,1,111
495,119,6,6120.139999999999,1,2,3,123
496,45,4,3612.19,2,1,1,211
497,128,4,2772.15,1,1,1,111
498,7,7,9834.95,4,3,4,434
499,113,11,8960.43,1,4,4,144
500,45,8,9381.92,2,4,4,244
501,128,4,3118.51,1,1,1,111
502,131,5,4852.31,1,2,2,122
503,121,4,3993.05,1,1,1,111
504,119,8,7145.67,1,4,3,143
505,14,5,6456.41,4,2,3,423
506,26,10,14208.25,3,4,4,344
507,36,8,9146.18,3,4,4,344
508,155,6,7648.2,1,2,3,123
509,90,6,6017.45,1,2,2,122
510,151,2,3333.38,1,1,1,111
511,11,5,4598.69,4,2,2,422
512,95,4,4233.95,1,1,2,112
513,14,5,5958.04,4,2,2,422
514,56,5,7401.06,2,2,3,223
515,14,9,12264.8,4,4,4,444
516,48,10,9021.7,2,4,4,244
517,10,6,5083.11,4,2,2,422
518,261,3,3288.99,1,1,1,111
519,105,4,4470.85,1,1,2,112
520,16,5,2566.04,4,2,1,421
521,154,2,1849.5700000000002,1,1,1,111
522,41,4,3520.19,3,1,1,311
523,18,6,6485.21,3,2,3,323
524,138,7,6400.86,1,3,3,133
525,52,8,10372.68,2,4,4,244
526,145,3,2674.66,1,1,1,111
527,43,2,2476.84,3,1,1,311
528,26,7,7737.110000000001,3,3,3,333
529,12,6,6036.22,4,2,3,423
530,84,3,2816.79,2,1,1,211
531,61,6,5691.58,2,2,2,222
532,29,6,7503.2699999999995,3,2,3,323
533,2,6,8210.1,4,2,4,424
534,6,8,8223.81,4,4,4,444
535,73,2,1679.29,2,1,1,211
536,19,4,4912.82,3,1,2,312
537,49,3,2906.29,2,1,1,211
538,4,7,8944.21,4,3,4,434
539,36,8,7188.39,3,4,3,343
540,20,6,4419.63,3,2,2,322
541,115,5,6244.03,1,2,3,123
542,20,6,6399.45,3,2,3,323
543,0,5,4605.8,4,2,2,422
544,84,4,4228.66,2,1,2,212
545,6,6,8697.36,4,2,4,424
546,37,5,7164.9,3,2,3,323
547,59,6,5913.53,2,2,2,222
548,10,7,7497.25,4,3,3,433
549,27,8,7971.78,3,4,3,343
550,14,5,4546.57,4,2,2,422
551,115,4,3722.38,1,1,1,111
552,159,4,2960.2700000000004,1,1,1,111
553,42,6,6913.18,3,2,3,323
554,38,3,2306.3799999999997,3,1,1,311
555,85,4,5261.73,2,1,2,212
556,9,5,6960.33,4,2,3,423
557,150,2,1834.45,1,1,1,111
558,35,7,6984.320000000001,3,3,3,333
559,6,4,4129.68,4,1,1,411
560,41,6,7033.26,3,2,3,323
561,34,6,5776.22,3,2,2,322
562,36,5,3686.94,3,2,1,321
563,33,7,5492.75,3,3,2,332
564,11,6,7415.54,4,2,3,423
565,59,10,12454.34,2,4,4,244
566,141,3,2893.23,1,1,1,111
567,60,4,1621.62,2,1,1,211
568,24,7,5025.95,3,3,2,332
569,55,4,7560.33,2,1,3,213
570,35,6,6987.99,3,2,3,323
571,72,3,3718.5299999999997,2,1,1,211
572,13,6,5372.65,4,2,2,422
573,105,2,2449.81,1,1,1,111
574,28,4,4757.79,3,1,2,312
575,248,2,1998.31,1,1,1,111
576,7,6,9475.42,4,2,4,424
577,2,11,10515.0,4,4,4,444
578,27,7,6301.1,3,3,3,333
579,58,9,10450.34,2,4,4,244
580,54,5,4456.28,2,2,2,222
581,23,4,5597.1900000000005,3,1,2,312
582,87,4,4163.0599999999995,1,1,1,111
583,20,4,4129.98,3,1,1,311
584,120,4,3399.5199999999995,1,1,1,111
585,97,7,8197.14,1,3,3,133
586,159,4,5603.92,1,1,2,112
587,60,7,8623.87,2,3,4,234
588,26,5,6053.33,3,2,3,323
589,10,3,3259.93,4,1,1,411
590,43,12,14475.62,3,4,4,344
591,221,2,1083.8,1,1,1,111
592,199,4,3192.94,1,1,1,111
593,1,6,5682.77,4,2,2,422
594,33,9,11996.12,3,4,4,344
595,184,3,3268.42,1,1,1,111
596,96,3,4864.71,1,1,2,112
597,61,5,4299.400000000001,2,2,2,222
598,29,7,5976.1900000000005,3,3,2,332
599,116,5,7250.75,1,2,3,123
600,177,3,3893.54,1,1,1,111
601,101,5,5216.139999999999,1,2,2,122
602,22,5,5591.28,3,2,2,322
603,28,7,8284.07,3,3,4,334
604,69,6,8162.76,2,2,3,223
605,2,8,9180.130000000001,4,4,4,444
606,233,6,6229.09,1,2,3,123
607,27,10,12940.99,3,4,4,344
608,99,8,9260.29,1,4,4,144
609,36,4,3937.44,3,1,1,311
610,46,9,8135.95,2,4,3,243
611,3,8,10622.380000000001,4,4,4,444
612,1,5,5581.03,4,2,2,422
613,3,6,5898.85,4,2,2,422
614,18,9,8557.0,3,4,4,344
615,42,4,6230.81,3,1,3,313
616,92,4,5439.8099999999995,1,1,2,112
617,21,4,3343.8599999999997,3,1,1,311
618,308,2,2207.71,1,1,1,111
619,65,7,7042.71,2,3,3,233
620,103,8,5422.25,1,4,2,142
621,2,9,11872.470000000001,4,4,4,444
622,148,3,4498.0,1,1,2,112
623,93,3,5060.18,1,1,2,112
624,154,3,5079.93,1,1,2,112
625,16,6,5688.67,4,2,2,422
626,52,9,8102.299999999999,2,4,3,243
627,61,5,6786.53,2,2,3,223
628,55,5,5519.54,2,2,2,222
629,64,8,6490.53,2,4,3,243
630,55,7,9406.55,2,3,4,234
631,16,6,3211.98,4,2,1,421
632,41,3,3911.85,3,1,1,311
633,1,7,7054.02,4,3,3,433
634,17,8,7951.04,4,4,3,443
635,39,6,3988.82,3,2,1,321
636,30,7,7808.71,3,3,3,333
637,7,13,13899.73,4,4,4,444
638,60,8,10198.93,2,4,4,244
639,8,6,5831.55,4,2,2,422
640,10,8,11141.29,4,4,4,444
641,54,4,3853.34,2,1,1,211
642,53,7,5304.37,2,3,2,232
643,90,4,5034.78,1,1,2,112
644,157,3,1808.74,1,1,1,111
645,54,7,9008.59,2,3,4,234
646,51,4,4809.5199999999995,2,1,2,212
647,42,9,10703.609999999999,3,4,4,344
648,52,7,8410.93,2,3,4,234
649,11,5,1718.19,4,2,1,421
650,80,6,7082.77,2,2,3,223
651,18,3,5028.17,3,1,2,312
652,5,9,10240.87,4,4,4,444
653,37,5,4502.58,3,2,2,322
654,93,4,4666.55,1,1,2,112
655,110,6,8876.49,1,2,4,124
656,10,8,8438.35,4,4,4,444
657,24,6,6640.48,3,2,3,323
658,59,5,5305.31,2,2,2,222
659,29,3,5140.610000000001,3,1,2,312
660,12,4,5360.139999999999,4,1,2,412
661,34,6,5564.07,3,2,2,322
662,164,7,6635.87,1,3,3,133
663,73,4,5447.21,2,1,2,212
664,29,5,3998.82,3,2,1,321
665,92,8,9143.6,1,4,4,144
666,41,5,5173.84,3,2,2,322
667,44,5,5826.33,3,2,2,322
668,6,7,7399.77,4,3,3,433
669,8,11,12187.939999999999,4,4,4,444
670,54,4,4078.4,2,1,1,211
671,28,6,7450.68,3,2,3,323
672,80,3,4786.22,2,1,2,212
673,2,5,3435.2200000000003,4,2,1,421
674,27,6,6404.85,3,2,3,323
675,0,3,4204.51,4,1,2,412
676,33,6,6739.82,3,2,3,323
677,29,5,3703.87,3,2,1,321
678,94,4,3152.34,1,1,1,111
679,25,10,8300.07,3,4,4,344
680,14,4,5597.05,4,1,2,412
681,7,6,5888.74,4,2,2,422
682,79,7,8280.35,2,3,4,234
683,15,5,5616.71,4,2,2,422
684,42,8,6011.92,3,4,2,342
685,24,6,9271.630000000001,3,2,4,324
686,37,5,4622.87,3,2,2,322
687,8,6,2828.68,4,2,1,421
688,22,4,5647.04,3,1,2,312
689,12,3,3614.25,4,1,1,411
690,64,6,6516.74,2,2,3,223
691,39,8,9841.22,3,4,4,344
692,65,9,8189.47,2,4,3,243
693,10,5,6667.92,4,2,3,423
694,7,5,4359.78,4,2,2,422
695,16,8,10407.64,4,4,4,444
696,103,7,4822.78,1,3,2,132
697,11,4,5888.76,4,1,2,412
698,76,3,3362.66,2,1,1,211
699,184,3,2655.81,1,1,1,111
700,84,8,7960.03,2,4,3,243
701,32,6,6285.29,3,2,3,323
702,62,3,3825.6600000000003,2,1,1,211
703,1,5,7301.150000000001,4,2,3,423
704,10,10,10881.81,4,4,4,444
705,11,5,3745.1800000000003,4,2,1,421
706,30,6,10040.5,3,2,4,324
707,44,6,7563.61,3,2,3,323
708,115,3,3149.0299999999997,1,1,1,111
709,23,5,5948.8099999999995,3,2,2,322
710,39,7,9823.81,3,3,4,334
711,137,4,3784.83,1,1,1,111
712,61,8,9223.66,2,4,4,244
